"EFF_DATE","DP_NAME","AMENDMENT_NO","ARTCC","DP_AMEND_EFF_DATE","RNAV_FLAG","DP_COMPUTER_CODE","GRAPHICAL_DP_TYPE","SERVED_ARPT"
"2025/11/27","JACKY","ONE","ZFW","2024/01/25","N","JACKY1.DFW","SID","DFW"
"2025/11/27","JADKO","ONE","ZLA","2024/05/16","Y","JADKO1.JADKO","SID","SBD"
"2025/11/27","JAHNY","SIX","ZKC","2021/08/12","Y","JAHNY6.JAHNY","SID","STL"
"2025/11/27","JALEX","THREE","ZAP","2018/11/08","Y","JALEX3.JALEX","SID","ADK"
"2025/11/27","JANKE","ONE","ZDV","2022/12/29","Y","JANKE1.JANKE","OBSTACLE","GNB"
"2025/11/27","JASPA","SEVEN","ZFW","2022/11/03","Y","JASPA7.JASPA","SID","DFW"
"2025/11/27","JATTS","ONE","ZLC","2008/06/05","Y","JATTS1.JATTS","OBSTACLE","AOC"
"2025/11/27","JBNCH","SIX","ZID","2024/03/21","Y","JBNCH6.JBNCH","SID","CVG"
"2025/11/27","JCOBY","FOUR","ZDC","2020/12/31","Y","JCOBY4.JCOBY","SID","IAD"
"2025/11/27","JCOXX","TWO","ZAB","2016/07/21","Y","JCOXX2.JCOXX","SID","ELP"
"2025/11/27","JDUBB","FOUR","ZDC","2020/12/31","Y","JDUBB4.JDUBB","SID","DAA DCA IAD JYO MRB OKV"
"2025/11/27","JEANY","ONE","ZTL","2025/11/27","Y","JEANY1.JEANY","SID","GSO INT"
"2025/11/27","JEDGI","TWO","ZOA","2022/05/19","N","JEDGI2.JEDGI","SID","PRB"
"2025/11/27","JEEMY","FOUR","ZJX","2025/06/12","Y","JEEMY4.JEEMY","SID","MCO"
"2025/11/27","JEEON","ONE","ZLA","2025/06/12","Y","JEEON1.JEEON","SID","PSP"
"2025/11/27","JEFPO","ONE","ZSE","2018/07/19","Y","JEFPO1.JEFPO","SID","SEA"
"2025/11/27","JELIE","ONE","ZHN","2021/02/25","Y","JELIE1.JELIE","SID","JRF"
"2025/11/27","JEMEZ","THREE","ZAB","2015/06/25","Y","JEMEZ3.JEMEZ","SID","ABQ"
"2025/11/27","JENER","FOUR","ZOB","2016/07/21","N","JENER4.JENER","SID","JST"
"2025/11/27","JERES","TWO","ZDC","2015/10/15","Y","JERES2.JERES","SID","IAD"
"2025/11/27","JERID","FIVE","ZLA","2016/09/15","Y","JERID5.JERID","SID","MHV"
"2025/11/27","JETIN","TWO","ZJX","2015/01/08","Y","JETIN2.JETIN","SID","JAX"
"2025/11/27","JETSS","ONE","ZSU","1996/10/10","N","JETSS1.JETSS","SID","SJU"
"2025/11/27","JEWLZ","ONE","ZAB","2023/02/23","Y","JEWLZ1.JEWLZ","SID","P19"
"2025/11/27","JHART","SEVEN","ZKC","2021/10/07","Y","JHART7.JHART","SID","STL"
"2025/11/27","JIMPA","TWO","ZOA","2010/09/23","Y","JIMPA2.JIMPA","OBSTACLE","CXP"
"2025/11/27","JITKA","TWO","ZLA","2016/03/31","N","JITKA2.JITKA","OBSTACLE","SGU"
"2025/11/27","JMAAL","FOUR","ZAN","0202/10/02","N","JMAAL4.NAKED","OBSTACLE","VDZ"
"2025/11/27","JOE POOL","EIGHT","ZFW","2025/08/07","N","JPOOL8.TTT","SID","50F ADS AFW CPT DAL DFW DTO F46 FTW FWS GKY GPM HQZ JWY LNC LUD NFW RBD TKI WEA"
"2025/11/27","JOGMO","ONE","ZAN","2007/05/10","Y","JOGMO1.JOGMO","OBSTACLE","AKK"
"2025/11/27","JOHKR","FIVE","ZLA","2024/12/26","Y","JOHKR5.JOHKR","SID","LAS"
"2025/11/27","JOHN TUNE","ONE","ZME","2023/11/30","N","NOT ASSIGNED","SID","JWN"
"2025/11/27","JOJJO","FIVE","ZTL","2024/03/21","Y","JOJJO5.JOJJO","SID","AKH CLT EQY IPJ JQF LKR RUQ UZA VUJ"
"2025/11/27","JONHH","TWO","ZAB","2019/06/20","N","JONHH2.JONHH","SID","SDL"
"2025/11/27","JORJO","FIVE","ZAU","2018/02/01","Y","JORJO5.JORJO","SID","PWK UGN"
"2025/11/27","JTEEE","FIVE","ZME","2020/12/31","Y","JTEEE5.JTEEE","SID","MEM"
"2025/11/27","JUDTH","SEVEN","ZAB","2018/05/24","Y","JUDTH7.JUDTH","SID","CHD DVT GEU GYR IWA SDL"
"2025/11/27","JUNCTION","ONE","ZHU","2017/06/22","N","JCT1.JCT","SID","CXO DWH IAH"
"2025/11/27","JUNEAU (OBSTACLE)","SIX","ZAN","2020/12/31","N","JNU6.JNU","SID","JNU"
"2025/11/27","JUNPR","SIX","ZTL","2022/07/14","Y","JUNPR6.JUNPR","SID","AGS AIK"
"2025/11/27","JUTES","FOUR","ZNY","2024/12/26","Y","JUTES4.JUTES","SID","LGA"
"2025/11/27","KACIR","TWO","ZLA","2011/12/15","Y","KACIR2.KACIR","SID","KNB"
"2025/11/27","KAJIN","TWO","ZTL","2016/11/10","Y","KAJIN2.KAJIN","SID","ATL"
"2025/11/27","KAKE","ONE","ZAN","2024/10/31","Y","KAKE1.LVD","OBSTACLE","AFE"
"2025/11/27","KALAE","ONE","ZHN","2021/02/25","Y","KALAE1.KALAE","SID","MKK"
"2025/11/27","KALAUPAPA","ONE","ZHN","2014/02/06","N","LUP1.LUP","OBSTACLE","LUP"
"2025/11/27","KALLI","SEVEN","ZDC","2021/12/02","Y","KALLI7.KALLI","SID","RIC"
"2025/11/27","KAOLN","SIX","ZTL","2019/02/28","Y","KAOLN6.KAOLN","SID","AGS AIK"
"2025/11/27","KARPS","TWO","ZSE","2019/01/03","Y","KARPS2.KARPS","OBSTACLE","65S"
"2025/11/27","KARRR","SEVEN","ZHU","2022/12/29","Y","KARRR7.KARRR","SID","54T 6R3 AXH CXO DWH EFD GLS HPY IWS LBX LVJ SGR T00 T41 T78 TME"
"2025/11/27","KATFH","THREE","ZOA","2021/08/12","Y","KATFH3.KATFH","SID","OAK"
"2025/11/27","KATMN","SIX","ZAB","2018/05/24","Y","KATMN6.KATMN","SID","CHD DVT GEU GYR IWA SDL"
"2025/11/27","KATZZ","TWO","ZFW","2016/02/04","Y","KATZZ2.KATZZ","SID","DFW"
"2025/11/27","KAUAI","TWO","ZHN","2024/05/16","N","KAUAI2.KAUAI","OBSTACLE","LIH"
"2025/11/27","KAUNAKAKAI","ONE","ZHN","2014/05/29","N","HMK1.MKK","OBSTACLE","MKK"
"2025/11/27","KAYLN","THREE","ZOB","2024/05/16","Y","KAYLN3.KAYLN","SID","ARB DET DTW MTC ONZ OZW PTK TTF VLL YIP"
"2025/11/27","KBREW","TWO","ZMP","2024/05/16","N","KBREW2.KBREW","SID","ANE FCM MSP STP"
"2025/11/27","KEAHI","THREE","ZHN","1994/01/06","N","KEAHI3.KEAHI","SID","HNL"
"2025/11/27","KEENE","SIX","ZFW","2025/06/12","N","KEENE6.DFW","SID","DFW"
"2025/11/27","KEENS","THREE","ZAB","2024/01/25","Y","KEENS3.KEENS","SID","PHX"
"2025/11/27","KELSO","TWO","ZSE","2020/11/05","Y","KELSO2.KELNG","OBSTACLE","KLS"
"2025/11/27","KEMRR","FIVE","ZLC","2016/07/21","Y","KEMRR5.FBR","SID","EMM"
"2025/11/27","KENDL","FOUR","ZOA","2020/01/30","N","KENDL4.KENDL","SID","RDD"
"2025/11/27","KENLN","SIX","ZID","2024/03/21","Y","KENLN6.KENLN","SID","CVG"
"2025/11/27","KENNEDY","FIVE","ZNY","2018/07/19","N","JFK5.JFK","SID","JFK"
"2025/11/27","KENT","ONE","ZSE","2025/11/27","N","KENT1.ZIGED","SID","BFI"
"2025/11/27","KEOLA","THREE","ZHN","2021/02/25","N","KEOLA3.KEOLA","SID","HNL"
"2025/11/27","KERMIT","FOUR","ZTL","2024/03/21","N","KER4.KER","SID","AKH CLT EQY IPJ JQF LKR RUQ UZA VUJ"
"2025/11/27","KETCHIKAN","SIX","ZAN","2018/07/19","N","CETK6.ANN","OBSTACLE","KTN"
"2025/11/27","KIAWAH","TWO","ZJX","2020/11/05","Y","KIAWA2.LGRHD","SID","JZI"
"2025/11/27","KILNS","FIVE","ZTL","2024/03/21","Y","KILNS5.KILNS","SID","AKH CLT EQY IPJ JQF LKR RUQ UZA VUJ"
"2025/11/27","KINGDOM","FIVE","ZFW","2025/04/17","N","KING5.TTT","SID","50F ADS AFW CPT DAL DFW DTO F41 F46 FTW FWS GKY GPM HQZ JWY LNC LUD NFW RBD TKI WEA"
"2025/11/27","KINGS","TWO","ZTL","2020/07/16","N","KINGS2.KINGS","SID","TRI"
"2025/11/27","KINGSLEY","SEVEN","ZSE","2024/10/31","N","LMT7.LMT","SID","LMT"
"2025/11/27","KKIDS","ONE","ZOB","2018/07/19","Y","KKIDS1.KKIDS","SID","CLE"
"2025/11/27","KKITY","FIVE","ZFW","2019/12/05","Y","KKITY5.KKITY","SID","DAL"
"2025/11/27","KLADA","TWO","ZMA","2022/05/19","Y","KLADA2.KLADA","SID","MIA"
"2025/11/27","KLAMATH FALLS","ONE","ZSE","2022/12/29","Y","MFR1.LMT","SID","MFR"
"2025/11/27","KLAWOCK","ONE","ZAN","2022/07/14","Y","KLWCK1.UDENE","OBSTACLE","AKW"
"2025/11/27","KLSHN","TWO","ZVR","2025/04/17","Y","KLSHN2.KLSHN","SID","BLI"
"2025/11/27","KNIGHTS","THREE","ZTL","2024/03/21","N","KNI3.KNI","SID","AKH CLT EQY IPJ JQF LKR RUQ UZA VUJ"
"2025/11/27","KNIK","THREE","ZAN","2020/11/05","N","NOT ASSIGNED","SID","ANC"
"2025/11/27","KNOST","TWO","ZMA","2022/04/21","Y","KNOST2.KNOST","SID","TPA"
"2025/11/27","KNOXVILLE","SEVEN","ZTL","2021/08/12","N","NOT ASSIGNED","SID","TYS"
"2025/11/27","KNURL","ONE","ZLC","2009/12/17","N","KNURL1.KNURL","OBSTACLE","PIH"
"2025/11/27","KODIAK","SEVEN","ZAN","2015/10/15","N","KODI7.ODK","OBSTACLE","ADQ"
"2025/11/27","KREST","THREE","ZOA","1995/03/30","N","KREST3.KREST","SID","RDD"
"2025/11/27","KRITR","SIX","ZTL","2024/03/21","Y","KRITR6.KRITR","SID","AKH CLT EQY IPJ JQF LKR RUQ UZA VUJ"
"2025/11/27","KRMSN","FOUR","ZFW","2021/10/07","Y","KRMSN4.KRMSN","SID","OKC OUN PWA"
"2025/11/27","KRSTA","FOUR","ZME","2025/11/27","Y","KRSTA4.KRSTA","SID","BNA"
"2025/11/27","KRUMM","ONE","ZFW","2022/09/08","N","KRUMM1.FUZ","SID","DAL"
"2025/11/27","KSHEE","FIVE","ZKC","2018/07/19","Y","KSHEE5.KSHEE","SID","STL"
"2025/11/27","KUMBA","ONE","ZLA","2008/04/10","Y","KUMBA1.KUMBA","SID","L08"
"2025/11/27","KUSSO","ONE","ZFW","2022/03/24","Y","KUSSO1.KUSSO","SID","50F ADS AFW CPT DAL DFW DTO F41 F46 FTW FWS GKY GPM HQZ JWY LNC LUD NFW RBD TKI WEA"
"2025/11/27","KWANG","SIX","ZLA","2025/04/17","N","KWANG6.KWANG","SID","SBA"
"2025/11/27","KWEEN","FIVE","ZTL","2024/03/21","Y","KWEEN5.KWEEN","SID","AKH CLT EQY IPJ JQF LKR RUQ UZA VUJ"
"2025/11/27","KYLOW","ONE","ZLA","2024/07/11","Y","KYLOW1.KYLOW","SID","LAX"
"2025/11/27","KZLOV","TWO","ZOB","2024/05/16","Y","KZLOV2.WINNZ","SID","ARB DET DTW MTC ONZ OZW PTK TTF VLL YIP"
"2025/11/27","LA GRANDE","ONE","ZSE","2021/10/07","N","LGD1.LGD","OBSTACLE","LGD"
"2025/11/27","LADYJ","FOUR","ZLA","2018/02/01","Y","LADYJ4.LADYJ","SID","LAX"
"2025/11/27","LAGUARDIA","SEVEN","ZNY","2020/12/31","N","LGA7.LGA","SID","LGA"
"2025/11/27","LAKE CHARLES","FIVE","ZHU","2017/06/22","N","LCH5.LCH","SID","CXO DWH IAH"
"2025/11/27","LAKE HUGHES","TWO","ZLA","2004/09/30","Y","LHS2.LHS","OBSTACLE","IYK"
"2025/11/27","LAKEPORT","THREE","ZOA","2016/09/15","Y","LAKPT3.ENI","SID","1O2"
"2025/11/27","LAKES","FIVE","ZKC","2023/10/05","N","LAKES5.MCI","SID","FLV GPH IXD LXT MCI MKC OJC STJ"
"2025/11/27","LALUZ","SIX","ZAB","2018/05/24","Y","LALUZ6.LALUZ","SID","CHD DVT GEU GYR IWA SDL"
"2025/11/27","LAMON","FOUR","ZLC","2025/10/02","Y","LAMON4.LAMON","OBSTACLE","DIJ"
"2025/11/27","LAMPS","EIGHT","ZFW","2023/11/30","N","LAMPS8.AGJ","SID","GRK HLR ILE"
"2025/11/27","LARAMIE","ONE","ZDV","2012/04/05","N","LAR1.LAR","OBSTACLE","LAR"
"2025/11/27","LARGO","THREE","ZAB","2017/10/12","N","LARGO3.ABQ","SID","ABQ"
"2025/11/27","LATVE","THREE","ZAB","2016/07/21","Y","LATVE3.LATVE","SID","ELP"
"2025/11/27","LAVAA","SEVEN","ZSE","2024/10/31","Y","LAVAA7.LAVAA","SID","PDX"
"2025/11/27","LAWRENCE","TWO","ZBW","2022/12/29","N","LWM2.LWM","SID","LWM"
"2025/11/27","LAXX","ONE","ZLA","2017/08/17","N","LAXX1.SLI","SID","LAX"
"2025/11/27","LBSTA","EIGHT","ZBW","2023/11/30","Y","LBSTA8.LBSTA","SID","BOS"
"2025/11/27","LEDVE","ONE","ZDV","2010/04/08","N","LEDVE1.CEZ","OBSTACLE","CEZ"
"2025/11/27","LEEAH","SIX","ZDC","2025/08/07","N","LEEAH6.LEEAH","SID","MIV"
"2025/11/27","LEINY","SIX","ZMP","2017/08/17","Y","LEINY6.LEINY","SID","MSP"
"2025/11/27","LEJON","FIVE","ZHU","2025/08/07","N","LEJON5.LEJON","SID","SAT SSF"
"2025/11/27","LEONA","FOUR","ZHU","2021/10/07","N","LOA4.LOA","SID","AXH CXO DWH EFD GLS HOU IAH IWS LBX SGR T41 TME"
"2025/11/27","LEVEL ISLAND","THREE","ZAN","2017/08/17","N","LVD3.LVD","OBSTACLE","WRG"
"2025/11/27","LGANN","ONE","ZLA","2025/06/12","Y","LGANN1.LGANN","SID","PSP"
"2025/11/27","LGRHD","THREE","ZJX","2020/11/05","Y","LGRHD3.LGRHD","SID","CHS"
"2025/11/27","LGTNG","FIVE","ZMA","2025/11/27","N","LGTNG5.LGTNG","SID","TPA"
"2025/11/27","LIBERTY","FIVE","ZNY","2020/09/10","N","LIB5.LIB","SID","EWR"
"2025/11/27","LIBRT","THREE","ZDC","2019/01/03","Y","LIBRT3.LIBRT","SID","LYH"
"2025/11/27","LIDDS","FOUR","ZOB","2025/04/17","Y","LIDDS4.LIDDS","SID","ARB DET DTW MTC ONZ OZW PTK TTF VLL YIP"
"2025/11/27","LIFRR","TWO","ZMA","2024/03/21","Y","LIFRR2.LIFRR","SID","FLL FXE HST MIA OPF PMP TMB X51"
"2025/11/27","LIHUE","SIX","ZHN","2023/02/23","N","LIHUE6.BOOKE","SID","LIH"
"2025/11/27","LILLI","FIVE","ZOB","2023/11/30","N","LILLI5.LILLI","SID","JST"
"2025/11/27","LILLS","THREE","ZTL","2024/03/21","Y","LILLS3.LILLS","SID","AKH CLT EQY IPJ JQF LKR RUQ UZA VUJ"
"2025/11/27","LINDBERG","TWO","ZHN","2014/02/06","Y","LNBRG2.LNBRG","OBSTACLE","HNM"
"2025/11/27","LINDBERGH","NINE","ZKC","2025/11/27","N","LINDY9.STL","SID","ALN BLV CPS STL SUS"
"2025/11/27","LINDZ","ONE","ZDV","2024/05/16","N","LINDZ1.LINDZ","SID","ASE"
"2025/11/27","LINSE","TWO","ZDC","2025/02/20","Y","LINSE2.LINSE","SID","BWI DMW ESN FDK GAI MTN"
"2025/11/27","LITTLE RIVER","ONE","ZOA","2010/06/03","Y","LTLRV1.LTLRV","OBSTACLE","LLR"
"2025/11/27","LIVERMORE","THREE","ZOA","2017/12/07","N","LVK3.ALTAM","OBSTACLE","LVK"
"2025/11/27","LIVINGSTON","TWO","ZLC","2018/11/08","N","LVM2.LVM","OBSTACLE","LVM"
"2025/11/27","LIZRD","FIVE","ZOA","2019/10/10","N","LIZRD5.LIZRD","SID","APC"
"2025/11/27","LLADN","ONE","ZDV","2014/04/03","Y","LLADN1.LLADN","SID","W43"
"2025/11/27","LLIZY","ONE","ZID","2024/07/11","Y","LLIZY1.LLIZY","SID","SDF"
"2025/11/27","LLRGO","ONE","ZMA","2024/05/16","Y","LLRGO1.LLRGO","SID","PIE"
"2025/11/27","LNDRE","FIVE","ZFW","2019/12/05","Y","LNDRE5.LNDRE","SID","DAL"
"2025/11/27","LOGAN","FOUR","ZBW","2022/09/08","N","LOGAN4.BOS","SID","BOS"
"2025/11/27","LOHLA","THREE","ZLA","2022/11/03","Y","LOHLA3.LOHLA","SID","LAS"
"2025/11/27","LOKRD","ONE","ZID","2024/07/11","Y","LOKRD1.LOKRD","SID","SDF"
"2025/11/27","LONG ISLAND","SEVEN","ZNY","2019/01/03","N","LONGI7.ISP","SID","ISP"
"2025/11/27","LOUPE","ONE","ZOA","2024/04/18","Y","LOUPE1.BMRNG","SID","SJC"
"2025/11/27","LOVE","SEVEN","ZFW","2024/12/26","N","LOVE7.TTT","SID","DAL"
"2025/11/27","LOVEY","EIGHT","ZID","2025/08/07","Y","LOVEY8.LOVEY","SID","CVG"
"2025/11/27","LOWGN","EIGHT","ZFW","2018/03/29","Y","LOWGN8.LOWGN","SID","DFW"
"2025/11/27","LOZUL","FOUR","ZDV","2019/02/28","Y","LOZUL4.LOZUL","OBSTACLE","LXV"
"2025/11/27","LUCYL","SIX","ZDC","2019/12/05","Y","LUCYL6.LUCYL","SID","RIC"
"2025/11/27","LUFKIN","FOUR","ZHU","2025/11/27","N","LFK4.LFK","SID","AXH CXO DWH EFD GLS HOU IAH IWS LBX SGR T41 TME"
"2025/11/27","LUNDI","TWO","ZLC","2006/09/28","Y","LUNDI2.LUNDI","OBSTACLE","AFO"
"2025/11/27","LURIC","EIGHT","ZHU","2021/10/07","Y","LURIC8.LURIC","SID","54T 6R3 ARM AXH BYY CXO DWH EFD GLS HOU HPY IAH IWS LBX LVJ SGR T00 T41 T78 TME"
"2025/11/27","LWOOD","FIVE","ZDC","2021/12/02","Y","LWOOD5.LWOOD","SID","RDU"
"2025/11/27","MANCHESTER","ONE","ZBW","2021/02/25","N","NOT ASSIGNED","SID","MHT"
"2025/11/27","MANITO","ONE","ZSE","2023/06/15","N","MNITO1.GEG","OBSTACLE","SFF"
"2025/11/27","MAREO","FIVE","ZID","2018/02/01","N","MAREO5.MAREO","SID","EYE GEZ HFY IND MQJ TYQ UMP"
"2025/11/27","MARFA","TWO","ZAB","2024/12/26","Y","MARFA2.MRF","OBSTACLE","T89"
"2025/11/27","MARIC","FOUR","ZLA","2016/05/26","N","MARIC4.MARIC","SID","BFL"
"2025/11/27","MARICOPA","ONE","ZAB","2010/02/11","N","MRRIC1.PXR","OBSTACLE","SDL"
"2025/11/27","MARVN","ONE","ZAN","2021/10/07","Y","MARVN1.MARVN","OBSTACLE","05K"
"2025/11/27","MAUI","FIVE","ZHN","1999/09/09","N","MAUI5.OGG","SID","OGG"
"2025/11/27","MAULA","ONE","ZHN","2021/02/25","Y","MAULA1.MAULA","SID","MKK"
"2025/11/27","MAYNR","THREE","ZMA","2024/10/31","Y","MAYNR3.MAYNR","SID","FLL FXE HST MIA OPF PMP TMB X51"
"2025/11/27","MAYSA","SEVEN","ZAB","2020/05/21","Y","MAYSA7.MAYSA","SID","CHD DVT GEU GYR IWA SDL"
"2025/11/27","MCCARRAN","EIGHT","ZLA","2025/04/17","N","MCCRN8.LAS","SID","LAS"
"2025/11/27","MCKINLEY","FOUR","ZAN","2023/08/10","N","MKNLY4.TKA","SID","FAI"
"2025/11/27","MCRAY","TWO","ZDC","2015/10/15","Y","MCRAY2.MCRAY","SID","IAD"
"2025/11/27","MEADO","TWO","ZLC","2024/12/26","Y","MEADO2.MEADO","SID","BZN"
"2025/11/27","MEADOW LAKE","FIVE","ZMP","2022/09/08","N","MEDOW5.MSP","SID","MSP"
"2025/11/27","MEARZ","SEVEN","ZID","2022/05/19","N","MEARZ7.MEARZ","SID","EYE GEZ HFY IND MQJ TYQ UMP"
"2025/11/27","MECCA","ONE","ZLA","2016/09/15","N","MECCA1.TRM","SID","TRM"
"2025/11/27","MEEKER","FOUR","ZDV","2024/05/16","N","EKR4.EKR","SID","EGE"
"2025/11/27","MELBOURNE","EIGHT","ZJX","2025/06/12","N","MLB8.MLB","SID","MLB"
"2025/11/27","MELLR","ONE","ZSE","2016/11/10","Y","MELLR1.MELLR","OBSTACLE","GIC"
"2025/11/27","MELLZ","TWO","ZMA","2022/05/19","Y","MELLZ2.MELLZ","SID","HST TMB X51"
"2025/11/27","MENDOCINO","ONE","ZOA","2004/08/05","Y","ENI1.ENI","OBSTACLE","O28"
"2025/11/27","MERLOT","THREE","ZOA","2019/10/10","N","MER3.SGD","SID","APC"
"2025/11/27","MERRILL","ONE","ZAN","2024/03/21","Y","PAMR1.BGQ","SID","MRI"
"2025/11/27","MESA","ONE","ZAB","2010/07/29","N","MESA1.MESA","OBSTACLE","FFZ"
"2025/11/27","METRO","FOUR","ZOB","2024/09/05","N","METRO4.DXO","SID","ARB DET DTW PTK YIP"
"2025/11/27","MIAMI","TWO","ZMA","2024/12/26","N","MIA2.MIA","SID","HWO MIA OPF TMB"
"2025/11/27","MIDWAY","EIGHT","ZAU","2025/06/12","N","NOT ASSIGNED","SID","MDW"
"2025/11/27","MIGGY","THREE","ZOB","2024/05/16","Y","MIGGY3.MIGGY","SID","ARB DET DTW MTC ONZ OZW PTK TTF VLL YIP"
"2025/11/27","MIKAA","ONE","ZLA","2017/04/27","Y","MIKAA1.MIKAA","SID","SNA"
"2025/11/27","MINDEN","TWO","ZOA","2011/12/15","Y","MINDN2.VIKES","OBSTACLE","MEV"
"2025/11/27","MINES","ONE","ZLC","2013/08/22","Y","MINES1.MINES","OBSTACLE","05U"
"2025/11/27","MINGY","ONE","ZAB","2016/05/26","Y","MINGY1.MINGY","OBSTACLE","P52"
"2025/11/27","MINNE","FIVE","ZSE","2015/01/08","Y","MINNE5.MINNE","SID","PDX"
"2025/11/27","MINNEAPOLIS","NINE","ZMP","2022/09/08","N","MSP9.MSP","SID","MSP"
"2025/11/27","MISHN","FIVE","ZLA","2025/11/27","Y","MISHN5.MISHN","SID","SBA"
"2025/11/27","MISSION BAY","TWO","ZLA","2021/04/22","N","MZB2.MZB","OBSTACLE","SEE"
"2025/11/27","MISTY","SIX","ZTL","2018/07/19","Y","MISTY6.HADOC","SID","DNL HQU"
"2025/11/27","MITCHELL","NINE","ZAU","2023/08/10","N","MKE9.BUBLR","SID","MKE"
"2025/11/27","MIXAE","THREE","ZMA","2021/08/12","Y","MIXAE3.MIXAE","SID","PBI"
"2025/11/27","MLTRE","THREE","ZJX","2023/04/20","Y","MLTRE3.MLTRE","SID","CHS"
"2025/11/27","MMALT","SEVEN","ZHU","2023/11/30","Y","MMALT7.MMALT","SID","54T 6R3 ARM AXH BYY CXO DWH EFD GLS HPY IWS LBX LVJ SGR T00 T41 T78 TME"
"2025/11/27","MMORK","ONE","ZOA","2024/01/25","Y","MMORK1.MMORK","SID","STS"
"2025/11/27","MMOTO","TWO","ZLA","2017/10/12","Y","MMOTO2.MMOTO","SID","SAN"
"2025/11/27","MMUGS","FOUR","ZHU","2015/12/10","Y","MMUGS4.MMUGS","SID","IAH"
"2025/11/27","MNZNO","THREE","ZAB","2015/06/25","Y","MNZNO3.MNZNO","SID","ABQ"
"2025/11/27","MOBIE","FOUR","ZAB","2015/06/25","N","MOBIE4.MOBIE","SID","PHX"
"2025/11/27","MOCAA","FOUR","ZSE","2022/01/27","Y","MOCAA4.MOCAA","SID","TCM"
"2025/11/27","MOLEN","NINE","ZOA","2022/01/27","N","MOLEN9.MOLEN","SID","SFO"
"2025/11/27","MOLOKAI","FIVE","ZHN","2022/11/03","N","MKK5.MKK","SID","HNL"
"2025/11/27","MONAT","FOUR","ZDC","2024/10/31","Y","MONAT4.MONAT","SID","ROA"
"2025/11/27","MONKZ","FIVE","ZAU","2018/02/01","Y","MONKZ5.MONKZ","SID","PWK UGN"
"2025/11/27","MONTEREY","FIVE","ZOA","2019/01/03","N","MRY5.MRY","SID","MRY"
"2025/11/27","MONTROSE","TWO","ZDV","2013/10/17","N","MTJ2.MTJ","OBSTACLE","MTJ"
"2025/11/27","MONUMENT","THREE","ZDV","2024/05/16","N","MONMT3.JNC","OBSTACLE","GJT"
"2025/11/27","MOOKY","SIX","ZMA","2020/12/31","N","MOOKY6.MOOKY","SID","RSW"
"2025/11/27","MOOOS","TWO","ZLA","2017/08/17","Y","MOOOS2.MOOOS","SID","LAX"
"2025/11/27","MORRISTOWN","SEVEN","ZNY","2019/02/28","N","MMU7.MMU","OBSTACLE","MMU"
"2025/11/27","MOUNTAIN","TWO","ZSE","2022/07/14","N","MONTN2.SEA","SID","SEA"
"2025/11/27","MOUNTY","FIVE","ZDC","2022/05/19","N","MTY5.MTY","SID","FAY"
"2025/11/27","MOWGL","TWO","ZOA","2023/08/10","Y","MOWGL2.MOWGL","SID","TRK"
"2025/11/27","MRBIL","ONE","ZAB","2018/05/24","Y","MRBIL1.MRBIL","SID","PHX"
"2025/11/27","MRIAS","THREE","ZLC","2016/07/21","Y","MRIAS3.MRIAS","SID","CTB"
"2025/11/27","MRSHH","TWO","ZDV","2020/12/31","Y","MRSHH2.MRSHH","SID","APA BJC CFO FNL GXY LMO"
"2025/11/27","MRSSH","THREE","ZFW","2022/09/08","Y","MRSSH3.MRSSH","SID","DFW"
"2025/11/27","MUCKY","THREE","ZHU","2021/04/22","Y","MUCKY3.MUCKY","SID","3R9 AUS EDC GTU HYI RYW T74"
"2025/11/27","MUDDE","THREE","ZFW","2017/12/07","Y","MUDDE3.MUDDE","SID","OKC OUN PWA"
"2025/11/27","MUELR","FOUR","ZLA","2017/08/17","Y","MUELR4.FIXIT","SID","LAX"
"2025/11/27","MUJUD","ONE","ZAN","2023/10/05","Y","MUJUD1.MUJUD","SID","TER"
"2025/11/27","MUSEL","EIGHT","ZLA","2016/11/10","N","MUSEL8.MUSEL","SID","SNA"
"2025/11/27","MUSTANG","ONE","ZOA","2024/03/21","N","FMG1.FMG","SID","RNO"
"2025/11/27","MYCAR","FIVE","ZOB","2025/11/27","Y","MYCAR5.MYCAR","SID","BKL CGF LNN LPR"
"2025/11/27","MYZNR","THREE","ZMA","2024/10/31","Y","MYZNR3.MYZNR","SID","BCT"
"2025/11/27","MZULA","FIVE","ZLC","2018/05/24","N","MZULA5.IPPUG","SID","MSO"
"2025/11/27","MZULO","THREE","ZJX","2022/05/19","Y","MZULO3.MZULO","SID","MCO"
"2025/11/27","NACHES","FOUR","ZSE","2016/11/10","N","NOT ASSIGNED","SID","YKM"
"2025/11/27","NAKED","SIX","ZAN","2016/07/21","N","NAKED6.NAKED","SID","VDZ"
"2025/11/27","NANDR","THREE","ZFW","2025/04/17","Y","NANDR3.NANDR","SID","50F ADS AFW CPT DTO F46 FTW FWS GKY GPM HQZ LNC LUD NFW RBD TKI WEA"
"2025/11/27","NAPAA","FOUR","ZOA","2019/10/10","N","NAPAA4.NAPAA","OBSTACLE","APC"
"2025/11/27","NAPLES","SIX","ZMA","2025/02/20","N","APF6.APF","SID","APF"
"2025/11/27","NARROWS","ONE","ZSE","2011/06/30","N","NOT ASSIGNED","SID","TIW"
"2025/11/27","NASHVILLE","SEVEN","ZME","2020/12/31","N","NOT ASSIGNED","SID","BNA"
